attribute,instance,parent_instance,notation,label,definition,reference,citation,isproperty,concept_definition
plasticity,SPL,,SPL,Slightly plastic,Wire formable but breaks immediately if bent into a ring; soil mass deformed by very slight force.,,,False,table 56
plasticity,NPL,,NPL,Non-plastic,No wire is formable.,,,False,table 56
biologicalFeatures,T,,T,Termite or ant channels and nests,,,,False,table 82
biologicalFeatures,C,,C,Charcoal,,,,False,table 82
biologicalFeatures,BO,,BO,Open large burrows,,,,False,table 82
biologicalFeatures,I,,I,Other insect activity,,,,False,table 82
biologicalFeatures,B,,B,Burrows (unspecified),,,,False,table 82
biologicalFeatures,A,,A,Artefacts,,,,False,table 82
biologicalFeatures,E,,E,Earthworm channels,,,,False,table 82
biologicalFeatures,BI,,BI,Infilled large burrows,,,,False,table 82
biologicalFeatures,P,,P,Pedotubules,,,,False,table 82
stickiness,ST,,ST,Sticky,"After pressure, soil material adheres to both thumb and finger and tends to stretch somewhat and pull apart rather than pulling free from either digit.",,,False,table 55
stickiness,NST,,NST,Non-sticky,"After release of pressure, practically no soil material adheres to thumb and finger.",,,False,table 55
stickiness,SSS,,SSS,slightly sticky to sticky,,,,False,table 55
stickiness,SST,,SST,Slightly sticky,"After pressure, soil material adheres to both thumb and finger but comes off one or the other rather cleanly. It is not appreciably stretched when the digits are separated.",,,False,table 55
stickiness,VST,,VST,Very sticky,"After pressure, soil material adheres strongly to both thumb and finger and is decidedly stretched when they are separated.",,,False,table 55
stickiness,SVS,,SVS,sticky to very sticky,,,,False,table 55
voidsDiameter,FM,,FM,fine and medium,,,,False,table 62
voidsDiameter,F,,F,Fi,0.5–2,,,False,table 62
voidsDiameter,C,,C,Coars,5–20,,,False,table 62
voidsDiameter,V,,V,Very fi,< 0.5,,,False,table 62
voidsDiameter,VC,,VC,Very coars,20–50,,,False,table 62
voidsDiameter,M,,M,Medium,2–5,,,False,table 62
voidsDiameter,MC,,MC,medium and coars,,,,False,table 62
voidsDiameter,FF,,FF,fine and very fi,,,,False,table 62
coatingForm,C,,C,Continuous,,,,False,table 67
coatingForm,DI,,DI,Discontinuous irregular,,,,False,table 67
coatingForm,DC,,DC,Discontinuous circular,,,,False,table 67
coatingForm,DE,,DE,Dendroidal,,,,False,table 67
coatingForm,O,,O,Other,,,,False,table 67
coatingForm,CI,,CI,"Continuous irregular (non-uniform, heterogeneous)",,,,False,table 67
cementationFabric,D,,D,Nodular,The layer is largely constructed from cemented nodules or concretions of irregular shape.,,,False,table 70
cementationFabric,Pi,,Pi,Pisolithic,The layer is largely constructed from cemented spherical nodules.,,,False,table 70
cementationFabric,V,,V,Vesicular,"The layer has large, equidimensional voids that may be filled with uncemented material.",,,False,table 70
cementationFabric,Pl,,Pl,Platy,The compacted or cemented parts are platelike and have a horizontal or subhorizontal orientation.,,,False,table 70
waterRetention,WRV6,,WRV6,WaterRetentionVolumetric6kPa,,,,True,
waterRetention,WRG100,,WRG100,WaterRetentionGravimetric100kPa,,,,True,
waterRetention,WRV10,,WRV10,WaterRetentionVolumetric10kPa,,,,True,
waterRetention,WRG33,,WRG33,WaterRetentionGravimetric33kPa,,,,True,
waterRetention,WRV,,WRV,WaterRetentionVolumetric,,,,True,
waterRetention,WRV1500,,WRV1500,WaterRetentionVolumetric1500kPa,,,,True,
waterRetention,WRG1500,,WRG1500,WaterRetentionGravimetric1500kPa,,,,True,
waterRetention,WRV500,,WRV500,WaterRetentionVolumetric500kPa,,,,True,
waterRetention,WRV200,,WRV200,WaterRetentionVolumetric200kPa,,,,True,
waterRetention,WRG500,,WRG500,WaterRetentionGravimetric500kPa,,,,True,
waterRetention,WRG,,WRG,WaterRetentionGravimetric,,,,True,
waterRetention,WRV33,,WRV33,WaterRetentionVolumetric33kPa,,,,True,
waterRetention,WRG200,,WRG200,WaterRetentionGravimetric200kPa,,,,True,
waterRetention,WRG6,,WRG6,WaterRetentionGravimetric6kPa,,,,True,
waterRetention,WRG10,,WRG10,WaterRetentionGravimetric10kPa,,,,True,
waterRetention,WRV100,,WRV100,WaterRetentionVolumetric100kPa,,,,True,
humanInfluenceClass,MR,,MR,Raised beds (agricultural purposes),,,,False,table 10
humanInfluenceClass,VU,,VU,Vegetation disturbed (not specified),,,,False,table 10
humanInfluenceClass,PL,,PL,Ploughing,,,,False,table 10
humanInfluenceClass,PO,,PO,Pollutio,,,,False,table 10
humanInfluenceClass,CR,,CR,Impact crater,,,,False,table 10
humanInfluenceClass,VM,,VM,Vegetation moderately disturbed,,,,False,table 10
humanInfluenceClass,VE,,VE,Vegetation strongly disturbed,,,,False,table 10
humanInfluenceClass,N,,N,No influenc,,,,False,table 10
humanInfluenceClass,LV,,LV,Levelling,,,,False,table 10
humanInfluenceClass,MS,,MS,Sand additions,,,,False,table 10
humanInfluenceClass,MP,,MP,Plagg,,,,False,table 10
humanInfluenceClass,DU,,DU,Dump (not specified),,,,False,table 10
humanInfluenceClass,IU,,IU,Irrigation (not specified),,,,False,table 10
humanInfluenceClass,MU,,MU,Mineral additions (not specified),,,,False,table 10
humanInfluenceClass,BP,,BP,Borrow pit,,,,False,table 10
humanInfluenceClass,CL,,CL,Clearing,,,,False,table 10
humanInfluenceClass,NK,,NK,Not know,,,,False,table 10
humanInfluenceClass,SA,,SA,Scalped area,,,,False,table 10
humanInfluenceClass,AC,,AC,"Archaeological (burial mound, midden)",,,,False,table 10
humanInfluenceClass,MO,,MO,Organic additions (not specified),,,,False,table 10
humanInfluenceClass,VS,,VS,Vegetation slightly disturbed,,,,False,table 10
humanInfluenceClass,ME,,ME,Raised beds (engineering purposes),,,,False,table 10
humanInfluenceClass,FE,,FE,Application of fertilizers,,,,False,table 10
humanInfluenceClass,IF,,IF,Furrow irrigatio,,,,False,table 10
humanInfluenceClass,MI,,MI,"Mine (surface, including openpit, gravel and quarries)",,,,False,table 10
humanInfluenceClass,BU,,BU,Bunding,,,,False,table 10
humanInfluenceClass,SC,,SC,Surface compactio,,,,False,table 10
humanInfluenceClass,TE,,TE,Terracing,,,,False,table 10
humanInfluenceClass,IP,,IP,Flood irrigatio,,,,False,table 10
humanInfluenceClass,IS,,IS,Sprinkler irrigatio,,,,False,table 10
humanInfluenceClass,BR,,BR,Burning,,,,False,table 10
humanInfluenceClass,AD,,AD,Artificial drainag,,,,False,table 10
humanInfluenceClass,LF,,LF,Landfill (also sanitary),,,,False,table 10
humanInfluenceClass,IB,,IB,Border irrigatio,,,,False,table 10
humanInfluenceClass,ID,,ID,Drip irrigatio,,,,False,table 10
erosionActivityPeriod,H,,H,Active in historical times,,,,False,table 19
erosionActivityPeriod,X,,X,Accelerated and natural erosion not distinguished,,,,False,table 19
erosionActivityPeriod,N,,N,Period of activity not know,,,,False,table 19
erosionActivityPeriod,A,,A,Active at present,,,,False,table 19
erosionActivityPeriod,R,,R,Active in recent past,Active in recent past (previous 50–100 years),,,False,table 19
cracksDepth,S,,S,Surface < 2,,,,False,table 21.2
cracksDepth,M,,M,Medium 2–10,,,,False,table 21.2
cracksDepth,D,,D,Deep 10–20,,,,False,table 21.2
cracksDepth,V,,V,Very deep > 20,,,,False,table 21.2
surfaceAge,oPp,,oPp,"Older Pleistocene, with periglacial influenc","Older Pleistocene, with periglacial influence, commonly the recent soil formation on younger over older, preweathered materials.",,,False,table 13
surfaceAge,vYa,,vYa,Very young anthropogeomorphic,"Very young (1–10 years) anthropogeomorphic: with complete disturbance of natural surfaces (and soils) such as in urban, industrial and mining areas with very early soil development from fresh natural or technogenic or mixed materials.",,,False,table 13
surfaceAge,vYn,,vYn,Very young natural,"Very young (1–10 years) natural: with loss by erosion or deposition of materials such as on tidal flats, of coastal dunes, in river valleys, landslides or desert areas.",,,False,table 13
surfaceAge,Hn,,Hn,Holocene natural,"Holocene (100–10 000 years) natural: with loss by erosion or deposition of materials such as on tidal flats, of coastal dunes, in river valleys, landslides or desert areas.",,,False,table 13
surfaceAge,Ya,,Ya,Young anthropogeomorphic,"Young (10–100 years) anthropogeomorphic: with complete disturbance of any natural surfaces (and soils) such as in urban, industrial and mining areas with early soil development from fresh natural, technogenic or a mixture of materials, or restriction of flooding by dykes.",,,False,table 13
surfaceAge,Yn,,Yn,Young natural,"Young (10–100 years) natural: with loss by erosion or deposition of materials such as on tidal flats, of coastal dunes, river valleys, landslides or desert areas.",,,False,table 13
surfaceAge,Ha,,Ha,Holocene anthropogeomorphic,"Holocene (100–10 000 years) anthropogeomorphic: human-made relief modifications, such as terracing of forming hills or walls by early civilizations or during the Middle Ages or earlier, restriction of flooding by dykes, or surface raising.",,,False,table 13
surfaceAge,oPi,,oPi,"Older Pleistocene, ice covered","Older Pleistocene, ice covered, commonly the recent soil formation on younger over older, preweathered materials.",,,False,table 13
surfaceAge,lPp,,lPp,"Late Pleistocene, periglacial","Late Pleistocene, periglacial, commonly recent soil formation on preweathered materials.",,,False,table 13
surfaceAge,oPf,,oPf,"Older Pleistocene, without periglacial influence.","Older Pleistocene, without periglacial influence.",,,False,table 13
surfaceAge,lPi,,lPi,"Late Pleistocene, ice covered","Late Pleistocene, ice covered, commonly recent soil formation on fresh materials.",,,False,table 13
surfaceAge,O,,O,"Older, pre-Tertiary land surfaces","Older, pre-Tertiary land surfaces, commonly high planes, terraces or peneplains, except incised valleys, frequent occurrence of palaeosoils.",,,False,table 13
surfaceAge,lPf,,lPf,"Late Pleistocene, without periglacial influence.","Late Pleistocene, without periglacial influence.",,,False,table 13
surfaceAge,T,,T,Tertiary land surfaces,"Tertiary land surfaces, commonly high planes, terraces or peneplains, except incised valleys, frequent occurrence of palaeosoils.",,,False,table 13
mineralFragments,QU,,QU,<Quartz,,,,False,table 30
mineralFragments,FE,,FE,Feldspar,,,,False,table 30
mineralFragments,MI,,MI,Mica,,,,False,table 30
peatDecompostion,Sapric,,Sapric,Sapric,,,,False,table 31
peatDecompostion,D2,Fibric,D2,low,,,,False,table 31
peatDecompostion,D4,Hemic,D4,strong,,,,False,table 31
peatDecompostion,D5.2,Sapric,D5.2,very strong,,,,False,table 31
peatDecompostion,Hemic,,Hemic,Hemic,,,,False,table 31
peatDecompostion,D3,Fibric,D3,moderat,,,,False,table 31
peatDecompostion,Fibric,,Fibric,Fibric,,,,False,table 31
peatDecompostion,D1,Fibric,D1,very low,,,,False,table 31
peatDecompostion,D5.1,Hemic,D5.1,moderately strong,,,,False,table 31
rockShape,S,,S,Subrounded,,,,False,table 28
rockShape,A,,A,Angular,,,,False,table 28
rockShape,F,,F,Flat,,,,False,table 28
rockShape,R,,R,Rounded,,,,False,table 28
voidsClassification,B,,B,Vesicular,"Discontinuous spherical or elliptical voids (chambers) of sedimentary origin or formed by compressed air, e.g. gas bubbles in slaking crusts after heavy rainfall. Relatively unimportant in connection with plant growth.",,,False,table 61
voidsClassification,P,,P,Planes,"Most planes are extra-pedal voids, related to accommodating ped surfaces or cracking patterns. They are often not persistent and vary in size, shape and quantity depending on the moisture condition of the soil. Planar voids may be recorded, describing width and frequency.",,,False,table 61
voidsClassification,V,,V,Vughs,"Mostly irregular, equidimensional voids of faunal origin or resulting from tillage or disturbance of other voids. Discontinuous or interconnected. May be quantified in specific cases.",,,False,table 61
voidsClassification,C,,C,Channels,"Elongated voids of faunal or floral origin, mostly tubular in shape and continuous, varying strongly in diameter. When wider than a few centimetres (burrow holes), they are more adequately described under biological activity.",,,False,table 61
voidsClassification,I,,I,Interstitial,"Controlled by the fabric, or arrangement, of the soil particles, also known as textural voids. Subdivision possible into simple packing voids, which relate to the packing of sand particles, and compound packing voids, which result from the packing of non-accommodating peds. Predominantly irregular in shape and interconnected, and hard to quantify in the field.",,,False,table 61
cementationDegree,N,,N,Non-cemented and non-compacted,Neither cementation nor compaction observed (slakes in water).,,,False,table 72
cementationDegree,I,,I,Indurated,Cemented mass cannot be broken by body weight (75-kg standard soil scientist) (more than 90 percent of soil mass).,,,False,table 72
cementationDegree,M,,M,Moderately cemented,Cemented mass cannot be broken in the hands but is discontinuous (less than 90 percent of soil mass).,,,False,table 72
cementationDegree,W,,W,Weakly cemented,"Cemented mass is brittle and hard, but can be broken in the hands.",,,False,table 72
cementationDegree,C,,C,Cemented,Cemented mass cannot be broken in the hands and is continuous (more than 90 percent of soil mass).,,,False,table 72
cementationDegree,Y,,Y,Compacted but non-cemented,Compacted mass is appreciably harder or more brittle than other comparable soil mass (slakes in water).,,,False,table 72
weatherConditions,WC2,,WC2,o rain in the last week,"Former weather conditions (Ad-hoc-AG-Boden, 2005)",,,False,table 2
weatherConditions,WC6,,WC6,xtremely rainy time or snow melting,"Former weather conditions (Ad-hoc-AG-Boden, 2005)",,,False,table 2
weatherConditions,SU,,SU,sunny/clear,"Present weather conditions (Schoeneberger et al., 2002)",,,False,table 2
weatherConditions,SL,,SL,sleet,"Present weather conditions (Schoeneberger et al., 2002)",,,False,table 2
weatherConditions,WC3,,WC3,o rain in the last 24 hours,"Former weather conditions (Ad-hoc-AG-Boden, 2005)",,,False,table 2
weatherConditions,WC1,,WC1,o rain in the last month,"Former weather conditions (Ad-hoc-AG-Boden, 2005)",,,False,table 2
weatherConditions,RA,,RA,rai,"Present weather conditions (Schoeneberger et al., 2002)",,,False,table 2
weatherConditions,OV,,OV,overcast,"Present weather conditions (Schoeneberger et al., 2002)",,,False,table 2
weatherConditions,SN,,SN,snow,"Present weather conditions (Schoeneberger et al., 2002)",,,False,table 2
weatherConditions,WC4,,WC4,rainy without heavy rain in the last 24 hours,"Former weather conditions (Ad-hoc-AG-Boden, 2005)",,,False,table 2
weatherConditions,PC,,PC,partly cloudy,"Present weather conditions (Schoeneberger et al., 2002)",,,False,table 2
weatherConditions,WC5,,WC5,heavier rain for some days or rainstorm in the last 24 hours,"Former weather conditions (Ad-hoc-AG-Boden, 2005)",,,False,table 2
gypsumContent,MO,,MO,Moderately gypsiric,≈ 5–15 EC = > 1.8 dS m-1 in 10 g soil/250 ml H2O,,,False,table 40
gypsumContent,ST,,ST,Strongly gypsiric,≈ 15–60 higher amounts may be differentiated by abundance of H2O-soluble pseudomycelia/crystals and soil colour,,,False,table 40
gypsumContent,EX,,EX,Extremely gypsiric,≈ > 60,,,False,table 40
gypsumContent,SL,,SL,Slightly gypsiric,≈ 0–5 EC = < 1.8 dS m-1 in 10 g soil/250 ml H2O,,,False,table 40
gypsumContent,N,,N,Non-gypsiric,0 EC = < 0.18 dS m-1 in 10 g soil/250 ml H2O,,,False,table 40
textureUnconsolidated,,,,,,,,,
boundaryDistinctness,A,,A,Abrupt,0cm–2cm,,,False,table 24.1
boundaryDistinctness,C,,C,Clear,2cm–5cm,,,False,table 24.1
boundaryDistinctness,D,,D,Diffus,> 15cm,,,False,table 24.1
boundaryDistinctness,G,,G,Gradual,5cm–15cm,,,False,table 24.1
mottlesAbundance,M,,M,Many,15–40,,,False,table 32
mottlesAbundance,V,,V,Very few,0–2,,,False,table 32
mottlesAbundance,N,,N,No,0,,,False,table 32
mottlesAbundance,C,,C,Commo,5–15,,,False,table 32
mottlesAbundance,F,,F,Few,2–5,,,False,table 32
mottlesAbundance,A,,A,Abundant,> 40,,,False,table 32
