attribute,instance,parent_instance,notation,label,definition,reference,citation,isproperty,concept_definition
lithology,UM,U,UM,"marine, estuari",,,,False,table 12
lithology,MA4,MA,MA4,schist,,,,False,table 12
lithology,MB6,MB,MB6,clogit,,,,False,table 12
lithology,UE1,UE,UE1,loess,,,,False,table 12
lithology,MA3,MA,MA3,"slate, phyllite (pelitic rocks)",,,,False,table 12
lithology,SC5,SC,SC5,ironsto,,,,False,table 12
lithology,IU2,IU,IU2,pyroxenit,,,,False,table 12
lithology,IP1,IP,IP1,"tuff, tuffit",,,,False,table 12
lithology,UR,U,UR,weathered residuum,,,,False,table 12
lithology,SE1,SE,SE1,"anhydrite, gypsum",,,,False,table 12
lithology,IA3,IA,IA3,quartz-diorit,,,,False,table 12
lithology,MB3,MB,MB3,gneiss rich in Fe–Mg minerals,,,,False,table 12
lithology,SO2,SO,SO2,marl and other mixtures,,,,False,table 12
lithology,IB,I,IB,basic igneous,,,,False,table 12
lithology,UR1,UR,UR1,"bauxite, laterit",,,,False,table 12
lithology,UK2,UK,UK2,periglacial solifluction layer,,,,False,table 12
lithology,MU1,MU,MU1,"serpentinite, greensto",,,,False,table 12
lithology,MB2,MB,MB2,(green)schist,,,,False,table 12
lithology,UL,U,UL,lacustri,,,,False,table 12
lithology,SO3,SO,SO3,"coals, bitumen and related rocks",,,,False,table 12
lithology,IP4,IP,IP4,ignimbrit,,,,False,table 12
lithology,IA4,IA,IA4,rhyolit,,,,False,table 12
lithology,UK1,UK,UK1,periglacial rock debris,,,,False,table 12
lithology,I,,I,igneous rock,,,,False,table 12
lithology,SE2,SE,SE2,halit,,,,False,table 12
lithology,MA2,MA,MA2,"gneiss, migmatit",,,,False,table 12
lithology,UO2,UO,UO2,groundwater-fed bog peat,,,,False,table 12
lithology,IU1,IU,IU1,peridotit,,,,False,table 12
lithology,MB5,MB,MB5,amphibolit,,,,False,table 12
lithology,UU3,UU,UU3,sand,,,,False,table 12
lithology,SO,S,SO,"carbonatic, organic",,,,False,table 12
lithology,SO1,SO,SO1,"limestone, other carbonate rock",,,,False,table 12
lithology,U,,U,sedimentary rock (unconsolidated),,,,False,table 12
lithology,IA,I,IA,acid igneous,,,,False,table 12
lithology,UU,U,UU,unspecified deposits,,,,False,table 12
lithology,MB,M,MB,basic metamorphic,,,,False,table 12
lithology,UU5,UU,UU5,"gravel, broken rock",,,,False,table 12
lithology,MB1,MB,MB1,"slate, phyllite (pelitic rocks)",,,,False,table 12
lithology,UF2,UF,UF2,"clay, silt and loam",,,,False,table 12
lithology,IB1,IB,IB1,gabbro,,,,False,table 12
profileDescriptionStatus,2.1,2,2.1,Routine profile description - no sampling,If soil description is done without sampling.,,,False,table 1
profileDescriptionStatus,3,,3,Incomplete descriptio,"Certain relevant elements are missing from the description, an insufficient number of samples was collected, or the reliability of the analytical data does not permit a complete characterization of the soil. However, the description is useful for specific purposes and provides a satisfactory indication of the nature of the soil at high levels of soil taxonomic classification.",,,False,table 1
profileDescriptionStatus,4.1,4,4.1,Soil augering description - no sampling,If soil description is done without sampling.,,,False,table 1
profileDescriptionStatus,4,,4,Soil augering descriptio,"Soil augerings do no permit a comprehensive soil profile description. Augerings are made for routine soil observation and identification in soil mapping, and for that purpose normally provide a satisfactory indication of the soil characteristics. Soil samples may be collected from augerings.",,,False,table 1
profileDescriptionStatus,1.1,1,1.1,Reference profile description - no sampling,If soil description is done without sampling.,,,False,table 1
profileDescriptionStatus,5,,5,Other descriptions,"Essential elements are missing from the description, preventing a satisfactory soil characterization and classification.",,,False,table 1
profileDescriptionStatus,2,,2,Routine profile descriptio,"No essential elements are missing from the description, sampling or analysis. The number of samples collected is sufficient to characterize all major soil horizons, but may not allow precise definition of all subhorizons, especially in the deeper soil. The profile depth is 80 cm or more, or down to a C or R horizon or layer, which may be shallower. Additional augering and sampling may be required for lower level classification.",,,False,table 1
profileDescriptionStatus,1,,1,Reference profile descriptio,"No essential elements or details are missing from the description, sampling or analysis. The accuracy and reliability of the description and analytical results permit the full characterization of all soil horizons to a depth of 125 cm, or more if required for classification, or down to a C or R horizon or layer, which may be shallower.",,,False,table 1
profileDescriptionStatus,3.1,3,3.1,Incomplete description - no sampling,If soil description is done without sampling.,,,False,table 1
weathering,F,,F,Fresh or slightly weathered,Fragments show little or no signs of weathering.,,,False,table 29
weathering,W,,W,Weathered,Partial weathering is indicated by discoloration and loss of crystal form in the outer parts of the fragments while the centres remain relatively fresh and the fragments have lost little of their original strength.,,,False,table 29
weathering,S,,S,Strongly weathered,"All but the most resistant minerals are weathered, strongly discoloured and altered throughout the fragments, which tend to disintegrate under only moderate pressure.",,,False,table 29
mineralConcSize,F,,F,Fi,2mm–6mm,,,False,table 75.1
mineralConcSize,C,,C,Coars,> 20mm,,,False,table 75.1
mineralConcSize,V,,V,Very fi,< 2mm,,,False,table 75.1
mineralConcSize,M,,M,Medium,6mm–20mm,,,False,table 75.1
bulkDensityPeat,BD5,,BD5,> 0.17g cm-3,,,,False,table 59.3
bulkDensityPeat,BD4,,BD4,0.11–0.17g cm-3,,,,False,table 59.3
bulkDensityPeat,BD1,,BD1,< 0.04g cm-3,,,,False,table 59.3
bulkDensityPeat,BD3,,BD3,0.07–0.11g cm-3,,,,False,table 59.3
bulkDensityPeat,BD2,,BD2,0.04–0.07g cm-3,,,,False,table 59.3
fragments,FGT,,FGT,FragmentsGravimetricTotal,,,,True,
fragments,FV3,,FV3,FragmentsVolumetric03,,,,True,
fragments,FGF4,,FGF4,FragmentsGravimetricFraction04,,,,True,
fragments,FGF3,,FGF3,FragmentsGravimetricFraction03,,,,True,
fragments,FV2,,FV2,FragmentsVolumetric02,,,,True,
fragments,FVT,,FVT,FragmentsVolumetricTotal,,,,True,
fragments,FGF2,,FGF2,FragmentsGravimetricFraction02,,,,True,
fragments,FV1,,FV1,FragmentsVolumetric01,,,,True,
fragments,FVE,,FVE,FragmentsVolumetricEstimat,,,,True,
fragments,FGF1,,FGF1,FragmentsGravimetricFraction01,,,,True,
rockSize,A,,A,Artefacts,(mm),,,False,table 27
rockSize,RF,R,RF,Fine gravel,2mm–6mm,,,False,table 27
rockSize,CS,C,CS,Coarse gravel and stones,,,,False,table 27
rockSize,RS,R,RS,Stones,60mm–200mm,,,False,table 27
rockSize,BL,C,BL,Boulders and large boulders,,,,False,table 27
rockSize,AV,A,AV,Very fine artefacts,< 2mm,,,False,table 27
rockSize,C,,C,Combination of classes,,,,False,table 27
rockSize,AF,A,AF,Fine artefacts,2mm–6mm,,,False,table 27
rockSize,FM,C,FM,Fine and medium gravel/artefacts,,,,False,table 27
rockSize,RB,R,RB,Boulders,60mm–200mm,,,False,table 27
rockSize,RM,R,RM,Medium gravel,6mm–20mm,,,False,table 27
rockSize,SB,C,SB,Stones and boulders,,,,False,table 27
rockSize,MC,C,MC,Medium and coarse gravel/artefacts,,,,False,table 27
rockSize,RL,R,RL,Large boulders,> 600mm,,,False,table 27
rockSize,AC,A,AC,Coarse artefacts,> 20mm,,,False,table 27
rockSize,R,,R,Rock fragments,(mm),,,False,table 27
rockSize,AM,A,AM,Medium artefacts,6mm–20mm,,,False,table 27
rockSize,RC,R,RC,Coarse gravel,20mm–60mm,,,False,table 27
sand,SSF8,,SSF8,SandSizeFraction08,,,,True,
sand,SSF7,,SSF7,SandSizeFraction07,,,,True,
sand,SSF1,,SSF1,SandSizeFraction01,,,,True,
sand,SSF10,,SSF10,SandSizeFraction10,,,,True,
sand,SWD3,,SWD3,SandWaterDispersible03,,,,True,
sand,SWDT,,SWDT,SandWaterDispersibleTotal,,,,True,
sand,SSF2,,SSF2,SandSizeFraction02,,,,True,
sand,SSF4,,SSF4,SandSizeFraction04,,,,True,
sand,SWD2,,SWD2,SandWaterDispersible02,,,,True,
sand,SSF5,,SSF5,SandSizeFraction05,,,,True,
sand,SSF6,,SSF6,SandSizeFraction06,,,,True,
sand,SWD5,,SWD5,SandWaterDispersible05,,,,True,
sand,SSFT,,SSFT,SandSizeFractionTotal,,,,True,
sand,SWD1,,SWD1,SandWaterDispersible01,,,,True,
sand,SSF9,,SSF9,SandSizeFraction09,,,,True,
sand,SSF3,,SSF3,SandSizeFraction03,,,,True,
sand,SWD4,,SWD4,SandWaterDispersible04,,,,True,
clay,CSF2,,CSF2,ClaySizeFraction02,,,,True,
clay,CNC,,CNC,ClayNonCarbonat,,,,True,
clay,CWT,,CWT,ClayWaterDispersibl,,,,True,
clay,CSF1,,CSF1,ClaySizeFraction01,,,,True,
clay,CC,,CC,ClayCarbonat,,,,True,
clay,CT,,CT,ClayTotal,,,,True,
carbonatesForms,HHC,,HHC,hard hollow concretions,,,,False,table 39
carbonatesForms,M,,M,marl layer,,,,False,table 39
carbonatesForms,HC,,HC,hard concretions,,,,False,table 39
carbonatesForms,HL,,HL,hard cemented layer or layers of carbonates (less than 10 cm thick),,,,False,table 39
carbonatesForms,SC,,SC,soft concretions,,,,False,table 39
carbonatesForms,D,,D,disperse powdery lim,,,,False,table 39
carbonatesForms,PM,,PM,"pseudomycelia* (carbonate infillings in pores, resembling mycelia)",,,,False,table 39
fragmentCover,F,,F,Few,2%–5%,,,False,table 15.1
fragmentCover,C,,C,Commo,5%–15%,,,False,table 15.1
fragmentCover,V,,V,Very few,0%–2%,,,False,table 15.1
fragmentCover,N,,N,No,0%,,,False,table 15.1
fragmentCover,D,,D,Dominant,> 80%,,,False,table 15.1
fragmentCover,M,,M,Many,15%–40%,,,False,table 15.1
fragmentCover,A,,A,Abundant,40%–80%,,,False,table 15.1
landUseClass,PN3,PN,PN3,Wildlife management,,,,False,table 8
landUseClass,AP2,AP,AP2,Irrigated cultivatio,,,,False,table 8
landUseClass,AT,A,AT,Tree and shrub cropping,,,,False,table 8
landUseClass,AA,A,AA,Annual field cropping,,,,False,table 8
landUseClass,SD,S,SD,Disposal sites,,,,False,table 8
landUseClass,PN2,PN,PN2,Parks,,,,False,table 8
landUseClass,AA2,AA,AA2,Fallow system cultivatio,,,,False,table 8
landUseClass,HI2,HI,HI2,Dairying,,,,False,table 8
landUseClass,AA3,AA,AA3,Ley system cultivatio,,,,False,table 8
landUseClass,H,,H,H = Animal husbandry,,,,False,table 8
landUseClass,FN1,FN,FN1,Selective felling,,,,False,table 8
landUseClass,HE3,HE,HE3,Ranching,,,,False,table 8
landUseClass,AT4,AT,AT4,Irrigated shrub crop cultivatio,,,,False,table 8
landUseClass,U,,U,Not used and not managed,,,,False,table 8
landUseClass,HE,H,HE,Extensive grazing,,,,False,table 8
landUseClass,AT3,AT,AT3,Non-irrigated shrub crop cultivatio,,,,False,table 8
landUseClass,M,,M,M = Mixed farming,,,,False,table 8
landUseClass,FN,F,FN,Natural forest and woodland,,,,False,table 8
landUseClass,HI1,HI,HI1,Animal productio,,,,False,table 8
landUseClass,PN,P,PN,Nature and game preservatio,,,,False,table 8
landUseClass,HI,H,HI,Intensive grazing,,,,False,table 8
landUseClass,S,,S,"S = Settlement, industry",,,,False,table 8
landUseClass,PD1,PD,PD1,Without interferenc,,,,False,table 8
landUseClass,SC,S,SC,Recreational us,,,,False,table 8
landUseClass,Oi,,Oi,Other land uses,,,,False,table 8
landUseClass,HE2,HE,HE2,Semi-nomadism,,,,False,table 8
landUseClass,ST,S,ST,Transport,,,,False,table 8
landUseClass,SR,S,SR,Residential us,,,,False,table 8
landUseClass,AP,A,AP,Perennial field cropping,,,,False,table 8
landUseClass,Y,,Y,Military area,,,,False,table 8
landUseClass,MP,M,MP,Agropastoralism,,,,False,table 8
landUseClass,AT1,AT,AT1,Non-irrigated tree crop cultivatio,,,,False,table 8
landUseClass,PD,P,PD,Degradation control,,,,False,table 8
landUseClass,AA6,AA,AA6,Irrigated cultivatio,,,,False,table 8
landUseClass,P,,P,P = Nature protectio,,,,False,table 8
landUseClass,MF,M,MF,Agroforestry,,,,False,table 8
landUseClass,PN1,PN,PN1,Reserves,,,,False,table 8
landUseClass,AA1,AA,AA1,Shifting cultivatio,,,,False,table 8
landUseClass,AA5,AA,AA5,Wet rice cultivatio,,,,False,table 8
landUseClass,F,,F,F = Forestry,,,,False,table 8
landUseClass,FN2,FN,FN2,Clear felling,,,,False,table 8
landUseClass,SX,S,SX,Excavations,,,,False,table 8
landUseClass,AA4,AA,AA4,Rainfed arable cultivatio,,,,False,table 8
landUseClass,HE1,HE,HE1,Nomadism,,,,False,table 8
landUseClass,SI,S,SI,Industrial us,,,,False,table 8
landUseClass,FP,F,FP,Plantation forestry,,,,False,table 8
landUseClass,PD2,PD,PD2,With interferenc,,,,False,table 8
landUseClass,AP1,AP,AP1,Non-irrigated cultivatio,,,,False,table 8
landUseClass,A,,A,A = Crop agriculture (cropping),,,,False,table 8
landUseClass,AT2,AT,AT2,Irrigated tree crop cultivatio,,,,False,table 8
consistenceMoist,FI,,FI,Firm,"Soil material crushes under moderate pressure between thumb and forefinger, but resistance is distinctly noticeable.",,,False,table 54
consistenceMoist,VFI,,VFI,Very firm,Soil material crushes under strong pressures; barely crushable between thumb and forefinger.,,,False,table 54
consistenceMoist,EFI,,EFI,Extremely firm,Soil material crushes only under very strong pressure; cannot be crushed between thumb and forefinger.,,,False,table 54
consistenceMoist,FR,,FR,Friabl,"Soil material crushes easily under gentle to moderate pressure between thumb and forefinger, and coheres when pressed together.",,,False,table 54
consistenceMoist,VFR,,VFR,Very friabl,"Soil material crushes under very gentle pressure, but coheres when pressed together.",,,False,table 54
consistenceMoist,LO,,LO,Loos,Non-coherent.,,,False,table 54
rockOutcropsCover,M,,M,Many,15–40 4 2–5,,,False,"table 14,1"
rockOutcropsCover,A,,M,Abundant,40–80 5 < 2,,,False,"table 14,1"
rockOutcropsCover,F,,F,Few,2–5 2 20–50,,,False,"table 14,1"
rockOutcropsCover,V,,V,Very few,0–2 1 > 50,,,False,"table 14,1"
rockOutcropsCover,D,,D,Dominant,> 80,,,False,"table 14,1"
rockOutcropsCover,N,,N,No,,,,False,"table 14,1"
rockOutcropsCover,C,,C,Commo,5–15 3 5–20,,,False,"table 14,1"
floodFrequency,,,,,,,,,
bulkDensityMineral,BD2,,BD2,Sample disintegrates into numerous fragments after application of weak pressure.,"Loamy soils with high clay content, clayey soils. When dropped, sample disintegrates into few fragments, further disintegration of subfragments after application of mild pressure.",,,False,table 58
bulkDensityMineral,BD5,,BD5,"Very large pressure necessary to force knife into the soil, no further disintegration of sample.","Loamy soils with high clay content, clayey soils. Sample remains intact when dropped, no further disintegration after application of very large pressure.",,,False,table 58
bulkDensityMineral,BD3,,BD3,"Knife can be pushed into the moist soil with weak pressure, sample disintegrates into few fragments, which may be further divided.","Loamy soils with high clay content, clayey soils. Sample remains mostly intact when dropped, further disintegration possible after application of large pressure.",,,False,table 58
bulkDensityMineral,BD4,,BD4,"Knife penetrates only 1–2 cm into the moist soil, some effort required, sample disintegrates into few fragments, which cannot be subdivided further.","Loamy soils with high clay content, clayey soils. Sample remains intact when dropped, no further disintegration after application of very large pressure.",,,False,table 58
bulkDensityMineral,BD1,,BD1,"Many pores, moist materials drop easily out of the auger.","materials with vesicular pores, mineral soils with andic properties. Sample disintegrates at the instant of sampling, many pores visible onthe pit wall. Sample disintegrates at the instant of sampling, many pores visible on the pit wall. Loamy soils with high clay content, clayey soils When dropped, sample disintegrates into numerous fragments, further disintegration of subfragments after application of weak pressure.",,,False,table 58
slopePathways,SS,,SS,SS,,,,False,Figure 3
slopePathways,SC,,SC,SC,,,,False,Figure 3
slopePathways,VS,,VS,VS,,,,False,Figure 3
slopePathways,CS,,CS,CS,,,,False,Figure 3
slopePathways,VV,,VV,VV,,,,False,Figure 3
slopePathways,VC,,VC,VC,,,,False,Figure 3
slopePathways,CV,,CV,CV,,,,False,Figure 3
slopePathways,CC,,CC,CC,,,,False,Figure 3
slopePathways,SV,,SV,SV,,,,False,Figure 3
poresAbundance,N,,N,No,< 2 mm (number)0;> 2 mm (number)0,,,False,table 63
poresAbundance,M,,M,Many,< 2 mm (number)> 200 ;> 2 mm (number)> 20,,,False,table 63
poresAbundance,V,,V,Very few,< 2 mm (number)1–20 ;> 2 mm (number)1–2,,,False,table 63
poresAbundance,F,,F,Few,< 2 mm (number)20–50;> 2 mm (number) 2–5,,,False,table 63
poresAbundance,C,,C,Commo,< 2 mm (number)50–200 ;> 2 mm (number)5–20,,,False,table 63
sealingThickness,M,,M,Medium,2mm–5mm,,,False,table 20.1
sealingThickness,C,,C,Thick,5mm–20mm,,,False,table 20.1
sealingThickness,V,,V,Very thick,> 20mm,,,False,table 20.1
sealingThickness,N,,N,No,,,,False,table 20.1
sealingThickness,F,,F,Thi,< 2mm,,,False,table 20.1
coatingNature,ST,,ST,Silt coatings,,,,False,table 66
coatingNature,PF,,PF,Pressure faces,,,,False,table 66
coatingNature,SL,,SL,Silica (opal),,,,False,table 66
coatingNature,S,,S,Sesquioxides,,,,False,table 66
coatingNature,SN,,SN,"Slickensides, non intersecting",,,,False,table 66
coatingNature,SI,,SI,"Slickensides, predominantly intersecting (Slickensides are polished and grooved ped surfaces that are produced by aggregates sliding one past another.)",,,,False,table 66
coatingNature,SF,,SF,Shiny faces (as in nitic horizon),,,,False,table 66
coatingNature,SA,,SA,Sand coatings,,,,False,table 66
coatingNature,H,,H,Humus,,,,False,table 66
coatingNature,GB,,GB,Gibbsit,,,,False,table 66
coatingNature,CH,,CH,Clay and humus (organic matter),,,,False,table 66
coatingNature,MN,,MN,Manganes,,,,False,table 66
coatingNature,SP,,SP,"Slickensides, partly intersecting",,,,False,table 66
coatingNature,JA,,JA,Jarosit,,,,False,table 66
coatingNature,CC,,CC,Calcium carbonat,,,,False,table 66
coatingNature,CS,,CS,Clay and sesquioxides,,,,False,table 66
coatingNature,C,,C,Clay,,,,False,table 66
coatingNature,HC,,HC,"Hypodermic coatings (Hypodermic coatings, as used here, are field-scale features, commonly only expressed as hydromorphic features. Micromorphological hypodermic coatings include non-redox features [Bullock et al., 1985].)",,,,False,table 66
coatingAbundance,V,,V,Very few,0–2,,,False,table 64
coatingAbundance,F,,F,Few,2–5,,,False,table 64
coatingAbundance,D,,D,Dominant,> 80,,,False,table 64
coatingAbundance,C,,C,Commo,5–15,,,False,table 64
coatingAbundance,N,,N,No,0,,,False,table 64
coatingAbundance,M,,M,Many,15–40,,,False,table 64
coatingAbundance,A,,A,Abundant,40–80,,,False,table 64
physioChemical,Nittot,,Nittot,Nitrogen (N) - total,,,,True,
physioChemical,Carorg,,Carorg,Carbon (C) - organic,,,,True,
physioChemical,Avavol,,Avavol,Available water capacity - volumetric (FC to WP),,,,True,
physioChemical,Sodsol,,Sodsol,Sodium (Na+) - solubl,,,,True,
physioChemical,Pottot,,Pottot,Potassium (K) - total,,,,True,
physioChemical,Irooxa,,Irooxa,Iron (Fe) - oxalate extractabl,,,,True,
physioChemical,Bro,,Bro,Bromite (Br-) - extractabl,,,,True,
physioChemical,Alu,,Alu,Aluminium (Al) + 0.5 Fe oxalat,,,,True,
physioChemical,pH,,pH,pH - Hydrogen potential,,,,True,
physioChemical,Calfra,,Calfra,Calcium carbonate equivalent - fractio,,,,True,
physioChemical,Ccetot,,Ccetot,Calcium carbonate equivalent - total,,,,True,
physioChemical,Calsol,,Calsol,Calcium (Ca++) - solubl,,,,True,
physioChemical,Carpyr,,Carpyr,Carbon (C) - pyrophosphate extractabl,,,,True,
physioChemical,Sodexc,,Sodexc,Sodium (Na+) - exchangeabl,,,,True,
physioChemical,Aciexc,,Aciexc,Acidity - exchangeabl,,,,True,
physioChemical,Aludit,,Aludit,Aluminium (Al) - dithionite extractabl,,,,True,
physioChemical,Textclay,,Textclay,Clay texture fractio,,,,True,
physioChemical,CaN,,CaN,Carbon/Nitrogen (C/N) ratio,,,,True,
physioChemical,Magtot,,Magtot,Magnesium (Mg) - total,,,,True,
physioChemical,Car,,Car,Carbonate (CO3--) - solubl,,,,True,
physioChemical,Hyd,,Hyd,Hydrocarbonate (HCO3-) - solubl,,,,True,
physioChemical,Bassum,,Bassum,Base saturation - sum of cations,,,,True,
physioChemical,Manoxa,,Manoxa,Manganese (Mn) - oxalate extractabl,,,,True,
physioChemical,Calext,,Calext,Calcium (Ca++) - extractabl,,,,True,
physioChemical,Coptot,,Coptot,Copper (Cu) - total,,,,True,
physioChemical,Manext,,Manext,Manganese (Mn) - extractabl,,,,True,
physioChemical,Bortot,,Bortot,Boron (B) - total,,,,True,
physioChemical,Sul,,Sul,Sulfate (SO4--) - solubl,,,,True,
physioChemical,Potexc,,Potexc,Potassium (K+) - exchangeabl,,,,True,
physioChemical,Caltot,,Caltot,Calcium (Ca++) - total,,,,True,
physioChemical,Iropyr,,Iropyr,Iron (Fe) - pyrophosphate extractabl,,,,True,
physioChemical,Aciext,,Aciext,Acidity - extractabl,,,,True,
physioChemical,Phoret,,Phoret,Phosphorus (P) - retentio,,,,True,
physioChemical,Textsand,,Textsand,Sand texture fractio,,,,True,
physioChemical,Mantot,,Mantot,Manganese (Mn) - total,,,,True,
physioChemical,Cartoh,,Cartoh,Carbon - total humic,,,,True,
physioChemical,Aluexc,,Aluexc,Aluminium (Al+++) - exchangeabl,,,,True,
physioChemical,Phooxa,,Phooxa,Phosphorus (P) - oxalate extractabl,,,,True,
physioChemical,Phoext,,Phoext,Phosphorus (P) - extractabl,,,,True,
physioChemical,Sodext,,Sodext,Sodium (Na) - extractabl,,,,True,
physioChemical,Textsilt,,Textsilt,Silt texture fractio,,,,True,
physioChemical,Seltot,,Seltot,Selenium (Se) - total,,,,True,
physioChemical,Magexc,,Magexc,Magnesium (Mg++) - exchangeabl,,,,True,
physioChemical,Magsol,,Magsol,Magnesium (Mg++) - solubl,,,,True,
physioChemical,Irotot,,Irotot,Iron (Fe) - total,,,,True,
physioChemical,Magext,,Magext,Magnesium (Mg) - extractabl,,,,True,
physioChemical,Hydexc,,Hydexc,Hydrogen (H+) - exchangeabl,,,,True,
physioChemical,Potext,,Potext,Potassium (K) - extractabl,,,,True,
physioChemical,Iroext,,Iroext,Iron (Fe) - extractabl,,,,True,
physioChemical,Alupyr,,Alupyr,Aluminium (Al) - pyrophosphate extractabl,,,,True,
physioChemical,Irodit,,Irodit,Iron (Fe) - dithionite extractabl,,,,True,
physioChemical,Photot,,Photot,Phosphorus (P) - total,,,,True,
physioChemical,Siloxa,,Siloxa,Silicon (Si) - oxalate extractabl,,,,True,
physioChemical,Selext,,Selext,Selenium (Se) - extractabl,,,,True,
physioChemical,Nit2,,Nit2,Nitrite (NO2-) - solubl,,,,True,
physioChemical,Cartot,,Cartot,Carbon (C) - total,,,,True,
physioChemical,Alusat,,Alusat,Aluminium (Al+++) - saturation  (ESP),,,,True,
physioChemical,Potsol,,Potsol,Potassium (K+) - solubl,,,,True,
physioChemical,Nit3,,Nit3,Nitrate (NO3-) - solubl,,,,True,
physioChemical,Calexc,,Calexc,Calcium (Ca++) - exchangeabl,,,,True,
physioChemical,Aluoxa,,Aluoxa,Aluminium (Al) - oxalate extractabl,,,,True,
physioChemical,Bascal,,Bascal,Base saturation - calculated,,,,True,
physioChemical,Sulext,,Sulext,Sulfur (S) - extractabl,,,,True,
physioChemical,Sultot,,Sultot,Sulfur (S) - total,,,,True,
physioChemical,Sodtot,,Sodtot,Sodium (Na) - total,,,,True,
physioChemical,Manpyr,,Manpyr,Manganese (Mn) - pyrophosphate extractabl,,,,True,
physioChemical,ManKCl,,ManKCl,Manganese (Mn) - KCl extractabl,,,,True,
physioChemical,Sodexp,,Sodexp,Sodium (Na+) - exchangeable %,,,,True,
physioChemical,Pho,,Pho,Phosphate (PO4--) - solubl,,,,True,
physioChemical,Copext,,Copext,Copper (Cu) - extractabl,,,,True,
physioChemical,Carful,,Carful,Carbon - fulvic acid,,,,True,
physioChemical,Borext,,Borext,Boron (B) - extractabl,,,,True,
physioChemical,Zinext,,Zinext,Zinc (Zn) - extractabl,,,,True,
physioChemical,Zin,,Zin,Zinc (Zn),,,,True,
physioChemical,Carhum,,Carhum,Carbon - humic acid,,,,True,
physioChemical,Mandit,,Mandit,Manganese (Mn) - dithionite extractabl,,,,True,
physioChemical,Basexc,,Basexc,Bases - exchangeabl,,,,True,
physioChemical,Chl,,Chl,Chloride (Cl-) - solubl,,,,True,
physiography,BOdl,,BOdl,Bottom (drainage line),Position in flat or almost flat terrain: Bottom (drainage line),,,False,Figure 2 (including Figure 2.1 and Figure 2.2)
physiography,MS,,MS,Middle slope (back slope),Position in undulating to mountainous terrain: Middle slope (back slope),,,False,Figure 2 (including Figure 2.1 and Figure 2.2)
physiography,IN,,IN,Intermediate part (talf),Position in flat or almost flat terrain: Intermediate part (talf),,,False,Figure 2 (including Figure 2.1 and Figure 2.2)
physiography,LO,,LO,Lower part (and dip),Position in flat or almost flat terrain: Lower part (and dip),,,False,Figure 2 (including Figure 2.1 and Figure 2.2)
physiography,UP,,UP,Upper slope (shoulder),Position in undulating to mountainous terrain: Upper slope (shoulder),,,False,Figure 2 (including Figure 2.1 and Figure 2.2)
physiography,BOf,,BOf,Bottom (flat),Position in undulating to mountainous terrain: Bottom (flat),,,False,Figure 2 (including Figure 2.1 and Figure 2.2)
physiography,LS,,LS,Lower slope (foot slope),Position in undulating to mountainous terrain: Lower slope (foot slope),,,False,Figure 2 (including Figure 2.1 and Figure 2.2)
physiography,HI,,HI,Higher part (rise),Position in flat or almost flat terrain: Higher part (rise),,,False,Figure 2 (including Figure 2.1 and Figure 2.2)
physiography,CR,,CR,Crest (summit),Position in undulating to mountainous terrain: Crest (summit),,,False,Figure 2 (including Figure 2.1 and Figure 2.2)
physiography,TS,,TS,Toe slop,Position in undulating to mountainous terrain: Toe slope,,,False,Figure 2 (including Figure 2.1 and Figure 2.2)
mineralConcShape,F,,F,Flat,,,,False,table 82
mineralConcShape,A,,A,Angular,,,,False,table 82
mineralConcShape,R,,R,Rounded (spherical),,,,False,table 82
mineralConcShape,I,,I,Irregular,,,,False,table 82
mineralConcShape,E,,E,Elongated,,,,False,table 82
saltContent,SL,,SL,Slightly salty,0.75–2,,,False,table 42
saltContent,VST,,VST,Very strongly salty,8–15,,,False,table 42
saltContent,ST,,ST,Strongly salty,4–8,,,False,table 42
saltContent,MO,,MO,Moderately salty,2–4,,,False,table 42
saltContent,EX,,EX,Extremely salty,> 15,,,False,table 42
saltContent,N,,N,(nearly)Not salty,< 0.75,,,False,table 42
cracksWidth,M,,M,Medium 1cm–2cm,,,,False,table 21.1
cracksWidth,E,,E,Extremely wide > 10cm,,,,False,table 21.1
cracksWidth,V,,V,Very wide 5cm–10cm,,,,False,table 21.1
cracksWidth,F,,F,Fine < 1cm,,,,False,table 21.1
cracksWidth,W,,W,Wide 2cm–5cm,,,,False,table 21.1
mineralConcHardness,B,,B,Both hard and soft.,,,,False,table 76
mineralConcHardness,H,,H,Hard,Cannot be broken in the fingers.,,,False,table 76
mineralConcHardness,S,,S,Soft,Can be broken between forefinger and thumb nail,,,False,table 76
contrast,D,,D,Distinct,"Although not striking, the mottles are readily seen. The hue, chroma and value of the matrix are easily distinguished from those of the mottles. They may vary by as much as 2.5 units of hue or several units in chroma or value.",,,False,table 34
contrast,P,,P,Prominent,"The mottles are conspicuous and mottling is one of the outstanding features of the horizon. Hue, chroma and value alone or in combination are at least several units apart.",,,False,table 34
contrast,F,,F,Faint,"The mottles are evident only on close examination. Soil colours in both the matrix and mottles have closely related hues, chromas and values.",,,False,table 34
plasticity,PL,,PL,Plastic,Wire formable but breaks if bent into a ring; slight to moderate force required for deformation of the soil mass.,,,False,table 56
plasticity,PVP,,PVP,plastic to very plastic,,,,False,table 56
plasticity,VPL,,VPL,Very plastic,Wire formable and can be bent into a ring; moderately strong to very strong force required for deformation of the soil mass.,,,False,table 56
plasticity,SPP,,SPP,slightly plastic to plastic,,,,False,table 56
